Occupancy,P(t),Norm_P(t),P(t)-P(t+1),P(t)-P(t-1),label
1,62.26,0.19997,0.0,0.0,3
0,37.33,-0.15602,0.0,0.0,4
0,52.07,0.054465,0.0,0.0,4
1,62.26,0.19997,0.0,0.0,3
1,62.26,0.19997,0.0,0.0,3
1,47.78,-0.0067944,0.0,0.0,0
1,61.99,0.19612,0.0,0.0,3
0,36.26,-0.1713,0.0,0.0,4
0,62.26,0.19997,0.0,0.0,4
1,59.85,0.16556,0.0,0.0,3
0,14.81,-0.47759,0.0,0.0,4
1,0.0,-0.68907,0.0,0.0,0
1,63.33,0.21525,0.0,0.0,3
0,36.79,-0.16373,0.0,0.0,4
0,62.53,0.20383,0.0,0.0,4
1,53.684,0.077512,0.0,0.0,0
0,62.26,0.19997,0.0,0.0,4
1,62.8,0.20769,0.0,0.0,3
1,36.79,-0.16373,0.0,0.0,0
1,41.89,-0.090901,0.0,0.0,0
1,39.21,-0.12917,0.0,0.0,0
0,0.0,-0.68907,-36.52,-36.52,1
0,36.79,-0.16373,0.0,0.0,4
1,37.33,-0.15602,0.0,0.0,0
0,55.984,0.11036,0.0,0.0,4
0,62.26,0.19997,0.0,0.0,4
0,60.12,0.16942,0.0,0.0,4
0,62.26,0.19997,0.0,0.0,4
1,51.81,0.050752,0.0,51.81,0
0,36.52,-0.16758,0.0,0.0,4
1,52.07,0.054465,0.0,0.0,0
1,36.79,-0.16373,0.0,0.0,0
1,61.99,0.19612,0.0,0.0,3
0,52.07,0.054465,52.07,0.0,2
1,36.79,-0.16373,0.0,0.0,0
0,59.477,0.16023,0.0,59.477,4
0,7.6188,-0.58028,0.0,0.0,4
0,61.72,0.19226,0.0,0.0,4
0,38.13,-0.14459,0.0,0.0,4
1,37.6,-0.15216,0.0,0.0,0
0,37.87,-0.14831,0.0,0.0,4
0,37.33,-0.15602,0.0,0.0,4
1,60.353,0.17274,0.0,0.0,3
0,60.65,0.17698,0.0,0.0,4
0,62.53,0.20383,0.0,0.0,4
1,36.79,-0.16373,0.0,0.0,0
0,56.185,0.11323,0.0,0.0,4
0,36.53,-0.16744,0.0,0.0,4
1,37.33,-0.15602,0.0,0.0,0
0,37.33,-0.15602,0.0,0.0,4
0,61.99,0.19612,0.0,0.0,4
0,61.99,0.19612,0.0,0.0,4
0,37.33,-0.15602,0.0,0.0,4
1,15.081,-0.47372,0.0,0.0,0
0,62.26,0.19997,0.0,0.0,4
1,49.58,0.018909,0.0,0.0,0
0,62.26,0.19997,0.0,0.0,4
1,41.828,-0.091787,0.0,0.0,0
0,48.139,-0.001668,0.0,0.0,4
0,13.74,-0.49287,0.0,0.0,4
1,54.49,0.089022,0.0,0.0,0
1,52.07,0.054465,0.0,0.0,0
1,37.33,-0.15602,0.0,0.0,0
1,62.26,0.19997,0.0,0.0,3
1,52.07,0.054465,0.0,0.0,0
0,63.33,0.21525,0.0,0.0,4
0,36.79,-0.16373,0.0,0.0,4
1,14.81,-0.47759,0.0,0.0,0
0,62.26,0.19997,0.0,0.0,4
1,62.26,0.19997,0.0,0.0,3
0,61.99,0.19612,0.0,0.0,4
1,46.98,-0.018218,0.0,0.0,0
0,37.33,-0.15602,0.0,0.0,4
1,61.72,0.19226,0.0,0.0,3
0,62.26,0.19997,0.0,0.0,4
0,37.33,-0.15602,0.0,0.0,4
0,37.33,-0.15602,0.0,0.0,4
0,36.79,-0.16373,0.0,0.0,4
0,61.99,0.19612,0.0,0.0,4
1,37.555,-0.1528,0.0,0.0,0
1,0.0,-0.68907,-62.26,-62.26,1
0,37.06,-0.15987,0.0,0.0,4
1,60.12,0.16942,0.0,0.0,3
1,62.26,0.19997,0.0,0.0,3
1,62.26,0.19997,0.0,0.0,3
1,63.33,0.21525,0.0,0.0,3
0,63.33,0.21525,63.33,0.0,2
1,37.87,-0.14831,0.0,0.0,0
1,36.79,-0.16373,0.0,0.0,0
1,36.79,-0.16373,0.0,36.79,0
0,60.65,0.17698,0.0,0.0,4
1,15.61,-0.46617,0.0,0.0,0
0,36.232,-0.1717,0.0,36.232,4
1,62.26,0.19997,0.0,0.0,3
0,60.38,0.17313,0.0,0.0,4
0,61.19,0.18469,0.0,0.0,4
0,37.33,-0.15602,0.0,0.0,4
1,37.33,-0.15602,0.0,0.0,0
1,37.484,-0.15382,0.0,37.484,0
0,37.87,-0.14831,0.0,0.0,4
0,62.526,0.20377,0.0,0.0,4
