Occupancy,P(t),Norm_P(t),P(t)-P(t+1),P(t)-P(t-1),label
1,14.81,-0.47759,0.0,0.0,0
1,54.269,0.085866,0.0,0.0,0
0,63.07,0.21154,0.0,0.0,4
1,15.08,-0.47374,0.0,0.0,0
0,63.33,0.21525,0.0,0.0,4
1,61.99,0.19612,0.0,0.0,3
0,37.176,-0.15822,0.0,0.0,4
1,36.79,-0.16373,0.0,0.0,0
0,36.79,-0.16373,0.0,0.0,4
1,37.33,-0.15602,0.0,0.0,0
1,61.99,0.19612,0.0,0.0,3
1,37.33,-0.15602,0.0,0.0,0
0,37.87,-0.14831,0.0,0.0,4
1,55.02,0.09659,0.0,0.0,0
1,39.478,-0.12534,0.0,0.0,0
1,63.33,0.21525,0.0,0.0,3
1,62.26,0.19997,0.0,0.0,3
1,15.08,-0.47374,0.0,0.0,0
1,0.0,-0.68907,-60.12,-60.12,1
0,41.423,-0.09757,0.0,0.0,4
0,37.33,-0.15602,0.0,0.0,4
1,62.26,0.19997,0.0,0.0,3
0,60.12,0.16942,0.0,0.0,4
1,61.72,0.19226,0.0,0.0,3
0,36.79,-0.16373,36.79,0.0,2
0,55.915,0.10937,0.0,0.0,4
1,59.1,0.15485,0.0,0.0,3
1,59.58,0.1617,0.0,0.0,3
0,62.26,0.19997,0.0,0.0,4
0,37.06,-0.15987,0.0,0.0,4
1,36.52,-0.16758,0.0,0.0,0
0,41.9,-0.090758,0.0,0.0,4
0,39.712,-0.122,0.0,0.0,4
0,63.07,0.21154,0.0,0.0,4
0,0.0,-0.68907,0.0,0.0,0
1,57.97,0.13871,0.0,0.0,0
1,59.58,0.1617,0.0,0.0,3
1,62.53,0.20383,0.0,0.0,3
0,60.92,0.18084,0.0,0.0,4
0,60.65,0.17698,0.0,0.0,4
0,50.014,0.025106,0.0,0.0,4
0,62.26,0.19997,0.0,0.0,4
0,61.46,0.18855,0.0,0.0,4
0,37.33,-0.15602,0.0,0.0,4
1,62.26,0.19997,0.0,0.0,3
0,60.12,0.16942,0.0,0.0,4
0,36.79,-0.16373,0.0,0.0,4
1,14.627,-0.48021,0.0,0.0,0
1,14.27,-0.4853,0.0,0.0,0
1,36.79,-0.16373,0.0,0.0,0
0,62.8,0.20769,0.0,0.0,4
0,60.12,0.16942,0.0,0.0,4
1,38.13,-0.14459,0.0,0.0,0
1,36.79,-0.16373,0.0,0.0,0
0,62.26,0.19997,0.0,0.0,4
0,36.79,-0.16373,0.0,0.0,4
0,60.12,0.16942,0.0,0.0,4
0,62.26,0.19997,0.0,0.0,4
0,48.7,0.0063428,0.0,0.0,4
1,49.66,0.020051,0.0,0.0,0
0,62.53,0.20383,0.0,0.0,4
1,15.08,-0.47374,0.0,0.0,0
1,62.26,0.19997,0.0,0.0,3
1,46.18,-0.029642,0.0,0.0,0
0,0.0,-0.68907,-62.26,-62.26,1
1,48.32,0.0009166,0.0,0.0,0
0,37.06,-0.15987,0.0,0.0,4
1,36.52,-0.16758,0.0,0.0,0
1,46.98,-0.018218,0.0,0.0,0
0,63.33,0.21525,0.0,0.0,4
1,63.33,0.21525,0.0,0.0,3
0,36.79,-0.16373,0.0,0.0,4
0,62.8,0.20769,0.0,0.0,4
1,37.06,-0.15987,0.0,0.0,0
1,62.8,0.20769,0.0,0.0,3
0,37.87,-0.14831,0.0,0.0,4
0,62.53,0.20383,0.0,0.0,4
0,52.07,0.054465,0.0,0.0,4
0,60.38,0.17313,0.0,0.0,4
0,37.33,-0.15602,0.0,0.0,4
1,44.193,-0.058015,0.0,0.0,0
0,56.1,0.11201,0.0,0.0,4
1,57.44,0.13115,0.0,0.0,0
1,60.195,0.17049,0.0,0.0,3
1,63.07,0.21154,0.0,0.0,3
1,37.33,-0.15602,0.0,0.0,0
1,58.77,0.15014,0.0,0.0,3
0,37.06,-0.15987,0.0,0.0,4
0,61.99,0.19612,0.0,0.0,4
0,36.79,-0.16373,0.0,0.0,4
1,37.33,-0.15602,0.0,0.0,0
0,49.062,0.011512,0.0,0.0,4
0,0.0,-0.68907,-61.99,-61.99,1
1,61.99,0.19612,61.99,0.0,2
0,63.07,0.21154,0.0,0.0,4
0,57.669,0.13442,0.0,0.0,4
0,40.197,-0.11508,0.0,0.0,4
1,52.07,0.054465,0.0,0.0,0
0,59.735,0.16392,0.0,0.0,4
0,61.73,0.19241,0.0,0.0,4
0,62.26,0.19997,0.0,0.0,4
0,15.08,-0.47374,0.0,0.0,4
0,43.5,-0.067911,0.0,0.0,4
1,37.33,-0.15602,0.0,0.0,0
1,61.99,0.19612,0.0,0.0,3
0,61.99,0.19612,0.0,0.0,4
0,37.33,-0.15602,0.0,0.0,4
1,59.58,0.1617,0.0,0.0,3
1,62.53,0.20383,0.0,0.0,3
1,60.92,0.18084,0.0,0.0,3
1,57.847,0.13696,0.0,0.0,0
0,38.13,-0.14459,0.0,0.0,4
1,57.44,0.13115,0.0,0.0,0
1,36.79,-0.16373,0.0,0.0,0
0,61.72,0.19226,61.72,0.0,2
1,52.07,0.054465,0.0,0.0,0
1,45.1,-0.045064,0.0,0.0,0
1,62.763,0.20716,0.0,0.0,3
1,36.52,-0.16758,36.52,0.0,2
0,36.52,-0.16758,0.0,0.0,4
1,55.29,0.10045,0.0,0.0,0
0,62.26,0.19997,0.0,0.0,4
1,41.428,-0.097498,0.0,0.0,0
0,37.33,-0.15602,0.0,0.0,4
0,61.394,0.18761,0.0,0.0,4
1,36.79,-0.16373,0.0,0.0,0
0,62.26,0.19997,0.0,0.0,4
1,60.12,0.16942,0.0,0.0,3
1,36.79,-0.16373,0.0,0.0,0
0,61.99,0.19612,0.0,0.0,4
1,56.1,0.11201,0.0,0.0,0
1,55.791,0.1076,0.0,0.0,0
1,37.33,-0.15602,0.0,0.0,0
1,36.79,-0.16373,0.0,0.0,0
1,0.0,-0.68907,-61.99,-61.99,1
1,61.99,0.19612,0.0,0.0,3
1,61.99,0.19612,0.0,0.0,3
0,36.79,-0.16373,0.0,0.0,4
0,36.79,-0.16373,0.0,0.0,4
1,63.33,0.21525,0.0,0.0,3
1,37.33,-0.15602,0.0,0.0,0
1,61.73,0.19241,0.0,0.0,3
0,61.46,0.18855,61.46,0.0,2
1,59.85,0.16556,0.0,0.0,3
0,56.1,0.11201,0.0,0.0,4
1,62.53,0.20383,0.0,0.0,3
1,36.79,-0.16373,0.0,0.0,0
0,14.81,-0.47759,0.0,0.0,4
1,61.323,0.18659,0.0,0.0,3
0,45.773,-0.035454,0.0,0.0,4
0,36.79,-0.16373,0.0,0.0,4
0,54.751,0.092749,0.0,0.0,4
1,37.6,-0.15216,0.0,0.0,0
1,61.73,0.19241,0.0,0.0,3
