Occupancy,P(t),Norm_P(t),P(t)-P(t+1),P(t)-P(t-1),label
0,21.62,-0.00097434,21.62,0.0,4
1,18.06,-0.0011859,0.0,0.0,0
0,15.11,-0.0013612,0.0,0.0,4
1,0.0,-0.0022592,0.0,-16.22,2
0,19.44,-0.0011039,0.0,0.0,4
0,17.95,-0.0011924,0.0,0.0,4
1,-2.45,-0.0024048,0.0,0.0,0
1,16.56,-0.0012751,0.0,0.0,0
0,0.0,-0.0022592,-166.8,0.0,1
0,43.21,0.00030875,0.0,0.0,4
0,19.63,-0.0010926,0.0,0.0,4
0,15.81,-0.0013196,0.0,0.0,4
0,18.74,-0.0011455,0.0,0.0,4
1,10.64,-0.0016269,0.0,0.0,0
1,0.0,-0.0022592,0.0,-20.08,2
0,0.0,-0.0022592,0.0,-13.81,2
1,16.35,-0.0012875,0.0,0.0,0
0,20.26,-0.0010552,0.0,0.0,4
1,16.3,-0.0012905,0.0,0.0,0
0,16.32,-0.0012893,0.0,0.0,4
0,14.63,-0.0013898,0.0,0.0,4
1,19.27,-0.001114,0.0,0.0,0
0,19.05,-0.0011271,0.0,0.0,4
0,20.64,-0.0010326,0.0,20.64,4
1,13.47,-0.0014587,0.0,0.0,0
0,15.4,-0.001344,0.0,0.0,4
1,0.0,-0.0022592,-58.16,0.0,1
1,58.23,0.0012014,0.0,0.0,0
0,16.92,-0.0012537,0.0,0.0,4
1,24.89,-0.00078,0.0,0.0,0
0,17.62,-0.0012121,0.0,17.62,4
0,98.14,0.0035732,0.0,0.0,4
1,0.0,-0.0022592,0.0,-15.49,2
1,55.48,0.0010379,0.0,0.0,0
0,145.78,0.0064044,0.0,0.0,3
0,17.38,-0.0012263,0.0,0.0,4
0,18.24,-0.0011752,0.0,0.0,4
1,14.28,-0.0014106,0.0,0.0,0
1,18.16,-0.00118,0.0,0.0,0
1,159.41,0.0072145,0.0,0.0,3
1,16.73,-0.0012649,16.73,0.0,0
0,32.04,-0.00035508,0.0,0.0,4
0,13.86,-0.0014355,0.0,0.0,4
0,15.48,-0.0013392,0.0,0.0,4
1,0.0,-0.0022592,-16.97,0.0,1
0,16.45,-0.0012816,0.0,0.0,4
0,0.0,-0.0022592,-16.18,0.0,1
0,24.3,-0.00081507,0.0,0.0,4
0,77.61,0.0023531,0.0,0.0,4
0,110.1,0.004284,0.0,0.0,3
0,20.18,-0.0010599,0.0,0.0,4
0,17.98,-0.0011907,0.0,0.0,4
0,15.57,-0.0013339,0.0,0.0,4
0,42.97,0.00029448,0.0,0.0,4
0,96.88,0.0034983,0.0,0.0,4
1,17.39,-0.0012257,0.0,0.0,0
0,16.57,-0.0012745,0.0,0.0,4
0,57.33,0.0011479,0.0,0.0,4
0,14.0,-0.0014272,0.0,0.0,4
0,18.45,-0.0011627,0.0,0.0,4
0,16.51,-0.001278,0.0,0.0,4
0,18.34,-0.0011693,0.0,0.0,4
0,17.86,-0.0011978,0.0,0.0,4
0,26.25,-0.00069918,0.0,0.0,4
0,17.1,-0.001243,0.0,0.0,4
0,64.86,0.0015954,0.0,0.0,4
0,14.27,-0.0014111,0.0,0.0,4
0,20.9,-0.0010171,0.0,0.0,4
0,16.93,-0.0012531,0.0,0.0,4
0,115.29,0.0045924,115.29,0.0,3
0,0.0,-0.0022592,-15.7,0.0,1
1,60.51,0.0013369,0.0,0.0,0
1,60.52,0.0013375,0.0,0.0,0
0,0.0,-0.0022592,-58.46,0.0,1
0,16.47,-0.0012804,0.0,0.0,4
1,60.12,0.0013137,0.0,0.0,0
1,15.65,-0.0013291,0.0,0.0,0
0,0.0,-0.0022592,-16.68,0.0,1
0,17.68,-0.0012085,0.0,0.0,4
0,24.85,-0.00078238,0.0,24.85,4
0,17.28,-0.0012323,0.0,0.0,4
0,18.42,-0.0011645,0.0,0.0,4
0,16.49,-0.0012792,0.0,0.0,4
0,14.92,-0.0013725,0.0,0.0,4
0,15.28,-0.0013511,0.0,0.0,4
0,16.06,-0.0013048,0.0,0.0,4
0,17.51,-0.0012186,0.0,0.0,4
0,73.08,0.0020839,0.0,0.0,4
0,18.6,-0.0011538,0.0,0.0,4
0,16.33,-0.0012887,0.0,0.0,4
0,161.56,0.0073422,0.0,161.56,3
0,16.44,-0.0012822,0.0,0.0,4
0,58.39,0.0012109,0.0,0.0,4
0,174.79,0.0081285,0.0,0.0,3
0,16.24,-0.0012941,0.0,0.0,4
0,38.65,3.7747e-05,0.0,0.0,4
0,57.39,0.0011515,0.0,0.0,4
0,16.48,-0.0012798,0.0,0.0,4
0,15.03,-0.001366,0.0,0.0,4
0,129.89,0.0054601,0.0,0.0,3
0,91.49,0.003178,0.0,0.0,4
0,18.92,-0.0011348,0.0,0.0,4
0,13.82,-0.0014379,0.0,0.0,4
0,14.21,-0.0014147,0.0,0.0,4
1,17.5,-0.0012192,0.0,0.0,0
0,17.4,-0.0012251,0.0,0.0,4
1,17.88,-0.0011966,0.0,0.0,0
1,123.35,0.0050714,0.0,0.0,3
1,14.89,-0.0013743,0.0,0.0,0
0,19.4,-0.0011063,0.0,0.0,4
0,14.68,-0.0013868,0.0,0.0,4
1,55.7,0.001051,0.0,0.0,0
0,37.28,-4.3672e-05,0.0,0.0,4
0,15.14,-0.0013594,15.14,0.0,4
0,17.08,-0.0012441,0.0,0.0,4
0,17.25,-0.001234,0.0,17.25,4
0,17.99,-0.0011901,0.0,0.0,4
0,16.5,-0.0012786,0.0,0.0,4
0,16.56,-0.0012751,0.0,0.0,4
0,0.0,-0.0022592,0.0,-23.27,2
1,119.2,0.0048248,0.0,0.0,3
0,21.15,-0.0010023,0.0,0.0,4
1,99.41,0.0036487,0.0,0.0,0
1,104.66,0.0039607,0.0,0.0,3
0,161.14,0.0073173,0.0,0.0,3
0,16.98,-0.0012501,0.0,0.0,4
0,162.25,0.0073832,0.0,0.0,3
0,16.69,-0.0012673,0.0,0.0,4
1,15.62,-0.0013309,0.0,0.0,0
0,73.55,0.0021118,0.0,0.0,4
0,60.38,0.0013292,0.0,0.0,4
1,17.13,-0.0012412,0.0,0.0,0
1,0.0,-0.0022592,-61.69,0.0,1
0,248.98,0.012538,0.0,0.0,3
1,17.51,-0.0012186,0.0,0.0,0
0,19.04,-0.0011277,0.0,0.0,4
0,16.23,-0.0012947,0.0,0.0,4
0,18.02,-0.0011883,0.0,0.0,4
1,215.0,0.010518,0.0,0.0,3
0,16.08,-0.0013036,0.0,0.0,4
1,44.38,0.00037828,0.0,0.0,0
0,18.53,-0.001158,0.0,0.0,4
0,19.9,-0.0010766,0.0,0.0,4
1,0.0,-0.0022592,-13.7,0.0,1
0,17.23,-0.0012352,0.0,0.0,4
0,59.48,0.0012757,0.0,0.0,4
0,16.84,-0.0012584,16.84,0.0,4
0,15.57,-0.0013339,0.0,0.0,4
0,51.47,0.00079963,0.0,0.0,4
1,17.41,-0.0012245,0.0,0.0,0
1,16.75,-0.0012638,0.0,0.0,0
1,49.67,0.00069266,0.0,0.0,0
0,20.21,-0.0010581,0.0,0.0,4
1,62.31,0.0014439,0.0,0.0,0
0,17.4,-0.0012251,0.0,0.0,4
1,125.04,0.0051719,0.0,0.0,3
0,59.29,0.0012644,0.0,0.0,4
0,13.97,-0.001429,0.0,13.97,4
1,17.45,-0.0012222,0.0,0.0,0
0,17.45,-0.0012222,0.0,0.0,4
0,17.9,-0.0011954,0.0,0.0,4
0,15.2,-0.0013559,0.0,0.0,4
0,103.44,0.0038882,0.0,0.0,3
0,97.81,0.0035536,0.0,0.0,4
0,17.14,-0.0012406,0.0,0.0,4
0,256.19,0.012966,0.0,256.19,3
0,113.44,0.0044825,0.0,0.0,3
0,60.82,0.0013553,0.0,0.0,4
0,57.65,0.0011669,0.0,0.0,4
0,16.17,-0.0012982,0.0,0.0,4
0,16.12,-0.0013012,0.0,16.12,4
0,19.04,-0.0011277,0.0,0.0,4
0,15.15,-0.0013588,0.0,0.0,4
0,17.36,-0.0012275,0.0,0.0,4
1,18.91,-0.0011354,0.0,0.0,0
1,60.66,0.0013458,0.0,0.0,0
0,20.67,-0.0010308,0.0,0.0,4
0,28.94,-0.00053931,0.0,0.0,4
0,14.64,-0.0013892,0.0,0.0,4
0,62.49,0.0014545,0.0,0.0,4
1,40.38,0.00014056,0.0,0.0,0
0,119.22,0.004826,0.0,0.0,3
0,17.96,-0.0011919,0.0,0.0,4
