Occupancy,P(t),Norm_P(t),P(t)-P(t+1),P(t)-P(t-1),label
0,19.02,-0.0011289,0.0,0.0,4
1,30.19,-0.00046503,0.0,0.0,0
0,13.51,-0.0014563,0.0,0.0,4
0,15.89,-0.0013149,0.0,0.0,4
0,17.12,-0.0012418,0.0,0.0,4
1,67.86,0.0017737,0.0,0.0,0
1,0.0,-0.0022592,-169.97,0.0,1
1,71.53,0.0019918,0.0,0.0,0
1,17.19,-0.0012376,0.0,0.0,0
0,14.71,-0.001385,0.0,0.0,4
0,0.0,-0.0022592,-15.82,0.0,1
1,85.21,0.0028048,0.0,0.0,0
0,15.46,-0.0013404,0.0,0.0,4
0,16.72,-0.0012655,0.0,0.0,4
0,25.47,-0.00074553,0.0,0.0,4
1,17.28,-0.0012323,0.0,0.0,0
0,17.12,-0.0012418,0.0,0.0,4
0,59.12,0.0012543,0.0,0.0,4
0,0.0,-0.0022592,0.0,-59.97,2
0,16.75,-0.0012638,0.0,0.0,4
1,18.69,-0.0011485,0.0,0.0,0
0,15.36,-0.0013464,15.36,0.0,4
0,18.01,-0.0011889,0.0,0.0,4
0,21.58,-0.00097672,0.0,0.0,4
0,20.0,-0.0010706,0.0,0.0,4
0,16.0,-0.0013083,0.0,0.0,4
1,0.0,-0.0022592,-24.06,0.0,1
1,114.37,0.0045378,0.0,114.37,3
0,53.2,0.00090245,0.0,0.0,4
0,17.9,-0.0011954,0.0,0.0,4
0,22.39,-0.00092858,0.0,22.39,4
0,17.55,-0.0012162,0.0,0.0,4
0,18.33,-0.0011699,0.0,0.0,4
1,41.6,0.00021306,0.0,0.0,0
0,127.8,0.0053359,0.0,0.0,3
1,59.38,0.0012697,0.0,0.0,0
0,17.1,-0.001243,0.0,0.0,4
1,16.35,-0.0012875,0.0,0.0,0
0,108.08,0.0041639,0.0,0.0,3
0,0.0,-0.0022592,0.0,-18.25,2
0,17.18,-0.0012382,0.0,0.0,4
0,54.87,0.0010017,0.0,0.0,4
0,107.85,0.0041503,0.0,0.0,3
0,76.48,0.002286,76.48,0.0,4
1,15.57,-0.0013339,0.0,0.0,0
0,14.9,-0.0013737,0.0,0.0,4
0,15.7,-0.0013262,0.0,0.0,4
0,17.6,-0.0012132,0.0,0.0,4
0,61.04,0.0013684,0.0,0.0,4
0,0.0,-0.0022592,0.0,-15.76,2
0,46.06,0.00047812,0.0,0.0,4
0,60.05,0.0013095,0.0,0.0,4
0,17.26,-0.0012335,0.0,17.26,4
0,17.32,-0.0012299,0.0,0.0,4
1,14.31,-0.0014088,0.0,0.0,0
0,14.92,-0.0013725,0.0,0.0,4
1,13.91,-0.0014325,0.0,0.0,0
0,16.19,-0.001297,0.0,0.0,4
1,17.83,-0.0011996,0.0,0.0,0
0,16.34,-0.0012881,0.0,0.0,4
0,18.86,-0.0011384,0.0,0.0,4
1,15.58,-0.0013333,0.0,0.0,0
0,18.52,-0.0011586,0.0,0.0,4
0,17.37,-0.0012269,0.0,0.0,4
1,39.41,8.2913e-05,0.0,0.0,0
0,16.68,-0.0012679,0.0,0.0,4
0,16.87,-0.0012566,0.0,0.0,4
0,0.0,-0.0022592,0.0,-16.32,2
0,16.67,-0.0012685,0.0,0.0,4
1,14.56,-0.0013939,0.0,0.0,0
0,105.57,0.0040148,0.0,0.0,3
0,19.36,-0.0011086,0.0,0.0,4
0,17.41,-0.0012245,17.41,0.0,4
0,65.44,0.0016299,0.0,0.0,4
0,17.48,-0.0012204,0.0,0.0,4
1,13.93,-0.0014314,0.0,0.0,0
1,14.62,-0.0013903,0.0,0.0,0
0,16.8,-0.0012608,0.0,0.0,4
1,0.0,-0.0022592,0.0,-19.66,2
0,17.39,-0.0012257,0.0,0.0,4
1,63.29,0.0015021,0.0,0.0,0
1,210.17,0.010231,0.0,0.0,3
0,18.83,-0.0011401,0.0,0.0,4
0,16.22,-0.0012953,0.0,0.0,4
0,148.91,0.0065905,0.0,0.0,3
0,14.97,-0.0013695,0.0,0.0,4
0,59.14,0.0012555,0.0,0.0,4
1,17.05,-0.0012459,0.0,0.0,0
1,13.76,-0.0014415,13.76,0.0,0
1,29.17,-0.00052565,0.0,0.0,0
0,0.0,-0.0022592,-18.99,0.0,1
0,19.41,-0.0011057,0.0,0.0,4
0,14.94,-0.0013713,0.0,0.0,4
1,15.94,-0.0013119,0.0,0.0,0
1,0.0,-0.0022592,0.0,-17.04,2
1,15.07,-0.0013636,0.0,0.0,0
0,17.53,-0.0012174,0.0,0.0,4
1,87.41,0.0029355,0.0,0.0,0
0,17.99,-0.0011901,0.0,0.0,4
1,19.22,-0.001117,0.0,0.0,0
1,5.81,-0.0019139,0.0,0.0,0
1,15.96,-0.0013107,0.0,0.0,0
1,15.63,-0.0013303,0.0,0.0,0
0,16.66,-0.0012691,0.0,0.0,4
1,17.34,-0.0012287,0.0,0.0,0
0,16.54,-0.0012762,0.0,0.0,4
1,14.8,-0.0013796,0.0,0.0,0
1,0.0,-0.0022592,0.0,-97.7,2
0,153.32,0.0068525,0.0,0.0,3
1,16.36,-0.0012869,0.0,0.0,0
1,17.0,-0.0012489,0.0,0.0,0
0,169.77,0.0078302,0.0,0.0,3
0,15.7,-0.0013262,0.0,0.0,4
0,18.7,-0.0011479,0.0,0.0,4
0,16.52,-0.0012774,0.0,0.0,4
1,57.94,0.0011841,57.94,0.0,0
1,41.24,0.00019167,0.0,0.0,0
0,16.0,-0.0013083,0.0,0.0,4
0,24.74,-0.00078892,0.0,0.0,4
0,145.54,0.0063902,0.0,0.0,3
1,15.41,-0.0013434,0.0,0.0,0
0,0.0,-0.0022592,0.0,-15.33,2
0,28.71,-0.00055298,0.0,0.0,4
0,41.69,0.00021841,0.0,0.0,4
0,17.67,-0.0012091,0.0,0.0,4
0,15.9,-0.0013143,0.0,0.0,4
1,60.78,0.0013529,0.0,0.0,0
0,58.85,0.0012382,0.0,0.0,4
1,15.73,-0.0013244,0.0,0.0,0
0,17.3,-0.0012311,0.0,0.0,4
0,21.54,-0.00097909,0.0,0.0,4
0,59.65,0.0012858,0.0,0.0,4
0,20.21,-0.0010581,0.0,0.0,4
0,15.07,-0.0013636,0.0,0.0,4
1,17.17,-0.0012388,0.0,0.0,0
0,17.1,-0.001243,0.0,0.0,4
1,25.46,-0.00074613,0.0,0.0,0
1,205.21,0.0099363,0.0,0.0,3
1,26.45,-0.00068729,0.0,0.0,0
1,15.88,-0.0013155,0.0,0.0,0
1,14.66,-0.001388,0.0,0.0,0
1,126.44,0.0052551,0.0,0.0,3
0,41.09,0.00018275,0.0,0.0,4
0,53.24,0.00090482,0.0,0.0,4
1,24.17,-0.00082279,0.0,0.0,0
1,0.0,-0.0022592,-18.77,0.0,1
0,17.24,-0.0012346,0.0,0.0,4
1,29.87,-0.00048404,0.0,0.0,0
0,0.0,-0.0022592,-19.61,0.0,1
0,16.82,-0.0012596,0.0,0.0,4
0,17.58,-0.0012144,0.0,0.0,4
1,16.1,-0.0013024,0.0,0.0,0
0,15.51,-0.0013375,0.0,0.0,4
0,13.53,-0.0014551,13.53,0.0,4
1,203.43,0.0098306,0.0,0.0,3
0,16.63,-0.0012709,0.0,0.0,4
1,0.0,-0.0022592,-17.72,0.0,1
0,15.17,-0.0013577,0.0,0.0,4
0,17.72,-0.0012061,0.0,0.0,4
0,20.61,-0.0010344,0.0,0.0,4
0,0.0,-0.0022592,-15.59,0.0,1
0,61.27,0.001382,0.0,0.0,4
0,17.02,-0.0012477,0.0,0.0,4
0,16.02,-0.0013071,0.0,0.0,4
0,18.11,-0.0011829,0.0,0.0,4
0,14.24,-0.0014129,0.0,0.0,4
0,16.58,-0.0012739,0.0,0.0,4
0,16.26,-0.0012929,0.0,0.0,4
0,54.97,0.0010076,0.0,0.0,4
0,0.0,-0.0022592,-15.21,0.0,1
1,17.32,-0.0012299,0.0,0.0,0
1,125.45,0.0051962,0.0,0.0,3
0,18.24,-0.0011752,0.0,0.0,4
0,17.41,-0.0012245,0.0,0.0,4
1,26.37,-0.00069205,0.0,0.0,0
0,61.71,0.0014082,0.0,0.0,4
1,0.0,-0.0022592,0.0,-59.01,2
0,71.83,0.0020096,0.0,0.0,4
1,16.33,-0.0012887,0.0,0.0,0
0,14.46,-0.0013999,0.0,0.0,4
0,25.88,-0.00072117,0.0,0.0,4
0,16.31,-0.0012899,0.0,0.0,4
0,16.01,-0.0013077,0.0,0.0,4
1,25.84,-0.00072355,0.0,0.0,0
1,14.09,-0.0014218,0.0,0.0,0
1,0.0,-0.0022592,0.0,-16.66,2
0,21.43,-0.00098563,0.0,0.0,4
1,17.37,-0.0012269,0.0,0.0,0
0,15.55,-0.0013351,0.0,0.0,4
0,15.37,-0.0013458,0.0,0.0,4
0,18.91,-0.0011354,18.91,0.0,4
0,17.08,-0.0012441,0.0,0.0,4
0,18.04,-0.0011871,0.0,0.0,4
0,17.52,-0.001218,0.0,0.0,4
1,15.13,-0.00136,0.0,0.0,0
0,16.88,-0.001256,0.0,0.0,4
0,16.32,-0.0012893,0.0,0.0,4
0,18.42,-0.0011645,0.0,0.0,4
0,18.12,-0.0011823,0.0,18.12,4
0,15.9,-0.0013143,0.0,0.0,4
0,20.7,-0.001029,0.0,0.0,4
1,62.22,0.0014385,0.0,0.0,0
0,18.08,-0.0011847,0.0,18.08,4
0,19.96,-0.001073,0.0,0.0,4
1,13.17,-0.0014765,0.0,0.0,0
0,17.63,-0.0012115,0.0,0.0,4
0,168.78,0.0077713,0.0,0.0,3
1,21.37,-0.0009892,0.0,0.0,0
0,14.21,-0.0014147,0.0,0.0,4
0,61.6,0.0014017,0.0,0.0,4
1,16.47,-0.0012804,0.0,0.0,0
1,0.0,-0.0022592,0.0,-25.2,2
0,16.98,-0.0012501,0.0,0.0,4
1,75.97,0.0022557,0.0,0.0,0
1,14.98,-0.001369,0.0,0.0,0
0,16.74,-0.0012644,0.0,0.0,4
0,17.55,-0.0012162,0.0,0.0,4
0,15.26,-0.0013523,0.0,0.0,4
